"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)",Raridade,"Cor (C D O E Y F R G L M P W)",Extras,"Card #",Comentario,"# Cards na Edicao"
,Alpha,ALPH,,"Panorama Manticore",,,,EL,F,,ALPH-0234,,
,Alpha,ALPH,,Pathfinder,,,,UN,0,,ALPH-0235,,
,Alpha,ALPH,,"Payload Trebuchet",,,,EL,0,,ALPH-0236,,
,Alpha,ALPH,,"Pendulum of Peril",,,,UN,0,,ALPH-0237,,
,Alpha,ALPH,,"Peregrine Apparition",,,,EX,A,,ALPH-0238,,
,Alpha,ALPH,,"Peregrine Apparition (Preconstructed Deck)",,,,EX,A,,ALPH-0477,,
,Alpha,ALPH,,"Petrosian Cavalry",,,,O,F,,ALPH-0239,,
,Alpha,ALPH,,"Petrosian Cavalry (Preconstructed Deck)",,,,O,F,,ALPH-0478,,
,Alpha,ALPH,,"Phantasmal Shade",,,,EX,A,,ALPH-0240,,
,Alpha,ALPH,,"Phantom Steed",,,,EX,A,,ALPH-0241,,
,Alpha,ALPH,,"Phase Assassin",,,,EX,A,,ALPH-0242,,
,Alpha,ALPH,,"Philosopher's Stone",,,,UN,0,,ALPH-0243,,
,Alpha,ALPH,,"Pillar of Zeiros",,,,UN,E,,ALPH-0244,,
,Alpha,ALPH,,"Pirate Ship",,,,O,W,,ALPH-0245,,
,Alpha,ALPH,,"Pirate Ship (Preconstructed Deck)",,,,O,W,,ALPH-0479,,
,Alpha,ALPH,,"Pit Vipers",,,,O,F,,ALPH-0246,,
,Alpha,ALPH,,"Pit Vipers (Preconstructed Deck)",,,,O,F,,ALPH-0480,,
,Alpha,ALPH,,"Plague of Frogs",,,,UN,W,,ALPH-0247,,
,Alpha,ALPH,,"Planar Gate",,,,EL,0,,ALPH-0248,,
,Alpha,ALPH,,"Plumed Pegasus",,,,O,A,,ALPH-0249,,
,Alpha,ALPH,,"Plumed Pegasus (Preconstructed Deck)",,,,O,A,,ALPH-0481,,
,Alpha,ALPH,,"Pnakotic Manuscript",,,,UN,0,,ALPH-0250,,
,Alpha,ALPH,,"Poison Nova",,,,EX,F,,ALPH-0251,,
,Alpha,ALPH,,"Poisonous Dagger",,,,EX,0,,ALPH-0252,,
,Alpha,ALPH,,"Polar Bears",,,,O,W,,ALPH-0253,,
,Alpha,ALPH,,"Polar Bears (Preconstructed Deck)",,,,O,W,,ALPH-0482,,
,Alpha,ALPH,,"Polar Explorers",,,,EL,W,,ALPH-0254,,
,Alpha,ALPH,,Pollimorph,,,,EL,W,,ALPH-0255,,
,Alpha,ALPH,,"Porcupine Pufferfish",,,,O,W,,ALPH-0256,,
,Alpha,ALPH,,"Primordial Spring",,,,EL,0,,ALPH-0257,,
,Alpha,ALPH,,"Pristine Paradise",,,,UN,0,,ALPH-0258,,
,Alpha,ALPH,,"Psionic Blast",,,,EX,A,,ALPH-0259,,
,Alpha,ALPH,,"Pudge Butcher",,,,EX,E,,ALPH-0260,,
,Alpha,ALPH,,"Pudge Butcher (Preconstructed Deck)",,,,EX,E,,ALPH-0483,,
,Alpha,ALPH,,"Puppet Master",,,,EL,A,,ALPH-0261,,
,Alpha,ALPH,,"Purge Juggernaut",,,,EL,0,,ALPH-0262,,
,Alpha,ALPH,,Quagmire,,,,EX,E,,ALPH-0263,,
,Alpha,ALPH,,"Quagmire (Preconstructed Deck)",,,,EX,E,,ALPH-0484,,
,Alpha,ALPH,,"Quarrelsome Kobolds",,,,EX,F,,ALPH-0264,,
,Alpha,ALPH,,"Quarrelsome Kobolds (Preconstructed Deck)",,,,EX,F,,ALPH-0485,,
,Alpha,ALPH,,"Queen of Midland",,,,UN,E,,ALPH-0265,,
,Alpha,ALPH,,"Queen of Midland (Preconstructed Deck)",,,,UN,E,,ALPH-0486,,
,Alpha,ALPH,,"Raal Dromedary",,,,O,F,,ALPH-0266,,
,Alpha,ALPH,,"Raal Dromedary (Preconstructed Deck)",,,,O,F,,ALPH-0487,,
,Alpha,ALPH,,"Rain of Arrows",,,,O,A,,ALPH-0267,,
,Alpha,ALPH,,"Raise Dead",,,,EX,A,,ALPH-0268,,
,Alpha,ALPH,,Recall,,,,EX,A,,ALPH-0269,,
,Alpha,ALPH,,"Recurring Specter",,,,EL,A,,ALPH-0270,,
,Alpha,ALPH,,"Red Desert",,,,O,F,,ALPH-0271,,
,Alpha,ALPH,,"Red Desert (Preconstructed Deck)",,,,O,F,,ALPH-0488,,
,Alpha,ALPH,,"Relentless Crowd (Promo)",,,,O,E,,ALPH-0547,,
,Alpha,ALPH,,"Remote Desert",,,,O,F,,ALPH-0272,,
,Alpha,ALPH,,"Remote Desert (Preconstructed Deck)",,,,O,F,,ALPH-0489,,
,Alpha,ALPH,,Replication,,,,EL,W,,ALPH-0273,,
,Alpha,ALPH,,"Rest in Peace",,,,EL,E,,ALPH-0274,,
,Alpha,ALPH,,"Riddle Sphinx",,,,EL,A,,ALPH-0275,,
,Alpha,ALPH,,"Rift Valley",,,,EL,E,,ALPH-0276,,
,Alpha,ALPH,,"Rimland Nomads",,,,O,F,,ALPH-0277,,
,Alpha,ALPH,,"Rimland Nomads (Preconstructed Deck)",,,,O,F,,ALPH-0490,,
,Alpha,ALPH,,Riptide,,,,O,W,,ALPH-0278,,
,Alpha,ALPH,,"Riptide (Preconstructed Deck)",,,,O,W,,ALPH-0491,,
,Alpha,ALPH,,"River of Flame",,,,UN,F,,ALPH-0279,,
,Alpha,ALPH,,"River of Flame (Preconstructed Deck)",,,,UN,F,,ALPH-0492,,
,Alpha,ALPH,,"Roaming Monster",,,,O,A,,ALPH-0280,,
,Alpha,ALPH,,"Roaming Monster (Preconstructed Deck)",,,,O,A,,ALPH-0493,,
,Alpha,ALPH,,"Rolling Boulder",,,,EX,0,,ALPH-0281,,
,Alpha,ALPH,,"Root Spider",,,,EX,E,,ALPH-0282,,
,Alpha,ALPH,,"Roots of Yggdrasil",,,,UN,0,,ALPH-0283,,
,Alpha,ALPH,,"Royal Bodyguard",,,,EL,E,,ALPH-0284,,
,Alpha,ALPH,,"Rubble (Box Topper)",,,,O,0,,ALPH-0544,,
,Alpha,ALPH,,"Ruby Core",,,,UN,0,,ALPH-0285,,
,Alpha,ALPH,,Ruins,,,,EX,0,,ALPH-0286,,
,Alpha,ALPH,,"Ruler of Thul",,,,UN,W,,ALPH-0287,,
,Alpha,ALPH,,"Rustic Village",,,,O,E,,ALPH-0288,,
,Alpha,ALPH,,"Rustic Village (Preconstructed Deck)",,,,O,E,,ALPH-0494,,
,Alpha,ALPH,,"Sacred Scarabs",,,,O,F,,ALPH-0289,,
,Alpha,ALPH,,"Sacred Scarabs (Preconstructed Deck)",,,,O,F,,ALPH-0495,,
,Alpha,ALPH,,"Sand Worm",,,,O,F,,ALPH-0290,,
,Alpha,ALPH,,"Sand Worm (Preconstructed Deck)",,,,O,F,,ALPH-0496,,
,Alpha,ALPH,,Sandstorm,,,,O,F,,ALPH-0291,,
,Alpha,ALPH,,Scarecrow,,,,O,0,,ALPH-0292,,
,Alpha,ALPH,,"Scavenging Fiend",,,,EX,F,,ALPH-0293,,
,Alpha,ALPH,,"Scent Hounds",,,,O,E,,ALPH-0294,,
,Alpha,ALPH,,"Scent Hounds (Preconstructed Deck)",,,,O,E,,ALPH-0497,,
,Alpha,ALPH,,"Scorched Earth",,,,EL,F,,ALPH-0295,,
,Alpha,ALPH,,"Scourge Zombies",,,,O,E,,ALPH-0296,,
,Alpha,ALPH,,"Screaming Skull",,,,EL,0,,ALPH-0297,,
,Alpha,ALPH,,"Screaming Skull (Preconstructed Deck)",,,,EL,0,,ALPH-0498,,
,Alpha,ALPH,,"Sea Raider",,,,EX,W,,ALPH-0298,,
,Alpha,ALPH,,"Sea Serpent",,,,O,W,,ALPH-0299,,
,Alpha,ALPH,,"Sea Serpent (Preconstructed Deck)",,,,O,W,,ALPH-0499,,
,Alpha,ALPH,,"Seasoned Sellsword",,,,EL,F,,ALPH-0300,,
,Alpha,ALPH,,"Secret Tunnel",,,,EX,E,,ALPH-0301,,
,Alpha,ALPH,,"Sedge Crabs",,,,O,W,,ALPH-0302,,
,Alpha,ALPH,,"Sedge Crabs (Preconstructed Deck)",,,,O,W,,ALPH-0500,,
,Alpha,ALPH,,Seer,,,,EL,0,,ALPH-0303,,
,Alpha,ALPH,,"Seirawan Hydra",,,,EL,W,,ALPH-0304,,
,Alpha,ALPH,,"Selfsame Simulacrum",,,,EL,W,,ALPH-0305,,
,Alpha,ALPH,,"Seven-League Boots",,,,UN,0,,ALPH-0306,,
,Alpha,ALPH,,"Shield Maidens",,,,EX,E,,ALPH-0307,,
,Alpha,ALPH,,"Shield Wall",,,,EX,E,,ALPH-0308,,
,Alpha,ALPH,,"Shifting Sands",,,,EX,F,,ALPH-0309,,
,Alpha,ALPH,,"Shifting Sands (Preconstructed Deck)",,,,EX,E,,ALPH-0501,,
,Alpha,ALPH,,Shrink,,,,EX,W,,ALPH-0310,,
,Alpha,ALPH,,"Siege Ballista",,,,EX,0,,ALPH-0311,,
,Alpha,ALPH,,"Siege Ballista (Preconstructed Deck)",,,,EX,0,,ALPH-0502,,
,Alpha,ALPH,,Silence,,,,EL,W,,ALPH-0312,,
,Alpha,ALPH,,"Silver Valkyries",,,,EL,E,,ALPH-0313,,
,Alpha,ALPH,,"Simple Village",,,,O,E,,ALPH-0314,,
,Alpha,ALPH,,"Simple Village (Preconstructed Deck)",,,,O,E,,ALPH-0503,,
,Alpha,ALPH,,Sinkhole,,,,EL,0,,ALPH-0315,,
,Alpha,ALPH,,"Sirian Templar",,,,EX,E,,ALPH-0316,,
,Alpha,ALPH,,"Sirian Templar (Box Topper)",,,,EX,E,,ALPH-0545,,
,Alpha,ALPH,,"Sirocco Scorpions",,,,O,F,,ALPH-0317,,
,Alpha,ALPH,,"Sisters of Silence",,,,EL,E,,ALPH-0318,,
,Alpha,ALPH,,"Skirmishers of Mu",,,,EX,A,,ALPH-0319,,
,Alpha,ALPH,,"Skirmishers of Mu (Preconstructed Deck)",,,,EX,A,,ALPH-0504,,
,Alpha,ALPH,,"Sky Baron",,,,EL,A,,ALPH-0320,,
,Alpha,ALPH,,Sleep,,,,O,W,,ALPH-0321,,
,Alpha,ALPH,,"Sling Pixies",,,,EX,A,,ALPH-0322,,
,Alpha,ALPH,,"Sling Pixies (Preconstructed Deck)",,,,EX,A,,ALPH-0505,,
,Alpha,ALPH,,"Slumbering Giantess",,,,EX,E,,ALPH-0323,,
,Alpha,ALPH,,"Smokestacks of Gnaak",,,,UN,F,,ALPH-0324,,
,Alpha,ALPH,,"Sneak Thief",,,,EL,W,,ALPH-0325,,
,Alpha,ALPH,,"Snow Leopard",,,,O,A,,ALPH-0326,,
,Alpha,ALPH,,"Snow Leopard (Preconstructed Deck)",,,,O,A,,ALPH-0506,,
,Alpha,ALPH,,Sorcerer,,,,O,0,,ALPH-0327,,
,Alpha,ALPH,,"Sorcerer (Pledge Pack)",,,,EL,0,,ALPH-0535,,
,Alpha,ALPH,,"Spear of Destiny",,,,UN,0,,ALPH-0328,,
,Alpha,ALPH,,"Spear of Destiny (Preconstructed Deck)",,,,UN,0,,ALPH-0507,,
,Alpha,ALPH,,"Spectral Stalker",,,,O,A,,ALPH-0329,,
,Alpha,ALPH,,"Spectral Stalker (Preconstructed Deck)",,,,O,A,,ALPH-0508,,
,Alpha,ALPH,,"Spin Attack",,,,O,F,,ALPH-0330,,
,Alpha,ALPH,,"Spire Lich",,,,EX,A,,ALPH-0331,,
,Alpha,ALPH,,"Spire Lich (Preconstructed Deck)",,,,EX,A,,ALPH-0509,,
,Alpha,ALPH,,"Spring River",,,,O,W,,ALPH-0332,,
,Alpha,ALPH,,"Spring River (Preconstructed Deck)",,,,O,W,,ALPH-0510,,
,Alpha,ALPH,,"Squirming Mass",,,,EL,E,,ALPH-0333,,
,Alpha,ALPH,,"Standing Stones",,,,EL,0,,ALPH-0334,,
,Alpha,ALPH,,"Standing Stones (Preconstructed Deck)",,,,EL,0,,ALPH-0511,,
,Alpha,ALPH,,"Star-seeds of Uhr",,,,UN,E,,ALPH-0335,,
,Alpha,ALPH,,Steppe,,,,EX,0,,ALPH-0336,,
,Alpha,ALPH,,"Stone-gaze Gorgons",,,,EL,E,,ALPH-0337,,
,Alpha,ALPH,,"Stone-gaze Gorgons (Preconstructed Deck)",,,,EL,E,,ALPH-0512,,
,Alpha,ALPH,,"Stormy Seas",,,,EX,W,,ALPH-0338,,
,Alpha,ALPH,,"Summer River",,,,O,W,,ALPH-0339,,
,Alpha,ALPH,,"Summer River (Preconstructed Deck)",,,,O,W,,ALPH-0513,,
,Alpha,ALPH,,"Summoning Sphere",,,,EX,A,,ALPH-0340,,
,Alpha,ALPH,,"Sunken Treasure",,,,EX,0,,ALPH-0341,,
,Alpha,ALPH,,"Sunken Treasure (Preconstructed Deck)",,,,EX,0,,ALPH-0514,,
,Alpha,ALPH,,"Swamp Buffalo",,,,O,W,,ALPH-0342,,
,Alpha,ALPH,,"Swamp Buffalo (Preconstructed Deck)",,,,O,W,,ALPH-0515,,
,Alpha,ALPH,,"Swan Maidens",,,,O,W,,ALPH-0343,,
,Alpha,ALPH,,"Swan Maidens (Preconstructed Deck)",,,,O,W,,ALPH-0516,,
,Alpha,ALPH,,"Swiven Scout",,,,EX,F,,ALPH-0344,,
,Alpha,ALPH,,"Tadpole Pool",,,,UN,W,,ALPH-0345,,
,Alpha,ALPH,,"Tadpole Pool (Preconstructed Deck)",,,,UN,W,,ALPH-0517,,
,Alpha,ALPH,,Telekinesis,,,,EX,A,,ALPH-0346,,
,Alpha,ALPH,,Teleport,,,,O,A,,ALPH-0347,,
,Alpha,ALPH,,"The Artists (Box Topper)",,,,P,0,,ALPH-0546,,
,Alpha,ALPH,,"The Colour Out of Space",,,,UN,0,,ALPH-0348,,
,Alpha,ALPH,,"The Geistwood",,,,UN,0,,ALPH-0349,,
,Alpha,ALPH,,"The Immortal Throne",,,,UN,0,,ALPH-0350,,
,Alpha,ALPH,,Thunderstorm,,,,EX,A,,ALPH-0351,,
,Alpha,ALPH,,"Thunderstorm (Preconstructed Deck)",,,,EX,A,,ALPH-0518,,
,Alpha,ALPH,,"Tide Naiads",,,,EX,W,,ALPH-0352,,
,Alpha,ALPH,,"Tide Naiads (Preconstructed Deck)",,,,EX,W,,ALPH-0519,,
,Alpha,ALPH,,"Torshammar Trinket",,,,EX,0,,ALPH-0353,,
,Alpha,ALPH,,"Tragedy Worrywart",,,,EX,E,,ALPH-0354,,
,Alpha,ALPH,,"Tringh Constrictor",,,,EX,W,,ALPH-0355,,
,Alpha,ALPH,,"Truesight Crossbow",,,,EX,0,,ALPH-0356,,
,Alpha,ALPH,,"Tufted Turtles",,,,O,W,,ALPH-0357,,
,Alpha,ALPH,,"Tvinnax Berserker",,,,EX,F,,ALPH-0358,,
,Alpha,ALPH,,"Twist of Fate",,,,UN,W,,ALPH-0359,,
,Alpha,ALPH,,"Ultimate Horror",,,,UN,A,,ALPH-0360,,
,Alpha,ALPH,,"Undertaker Engine",,,,EL,0,,ALPH-0361,,
,Alpha,ALPH,,Undertow,,,,EX,W,,ALPH-0362,,
,Alpha,ALPH,,"Undertow (Preconstructed Deck)",,,,EX,W,,ALPH-0520,,
,Alpha,ALPH,,"Unland Angler",,,,EL,W,,ALPH-0363,,
,Alpha,ALPH,,"Unland Angler (Preconstructed Deck)",,,,EL,W,,ALPH-0521,,
,Alpha,ALPH,,"Unland Eel",,,,EX,W,,ALPH-0364,,
,Alpha,ALPH,,"Unlikely Alliance",,,,EL,A,,ALPH-0365,,
,Alpha,ALPH,,Unravel,,,,O,E,,ALPH-0366,,
,Alpha,ALPH,,"Updraft Ridge",,,,EX,A,,ALPH-0367,,
,Alpha,ALPH,,"Updraft Ridge (Preconstructed Deck)",,,,EX,A,,ALPH-0522,,
,Alpha,ALPH,,Upwelling,,,,EX,W,,ALPH-0368,,
,Alpha,ALPH,,"Upwelling (Preconstructed Deck)",,,,EX,W,,ALPH-0523,,
,Alpha,ALPH,,"Vanguard Knights",,,,EX,E,,ALPH-0369,,
,Alpha,ALPH,,"Vantage Hills",,,,EX,E,,ALPH-0370,,
,Alpha,ALPH,,"Vantage Hills (Preconstructed Deck)",,,,EX,E,,ALPH-0524,,
,Alpha,ALPH,,"Vaults of Zul",,,,UN,0,,ALPH-0371,,
,Alpha,ALPH,,Vesuvius,,,,UN,F,,ALPH-0372,,
,Alpha,ALPH,,"Vesuvius (Preconstructed Deck)",,,,UN,F,,ALPH-0525,,
,Alpha,ALPH,,"Vile Imp",,,,O,F,,ALPH-0373,,
,Alpha,ALPH,,"Vril Revenant",,,,EL,A,,ALPH-0374,,
,Alpha,ALPH,,"Wall of Air",,,,O,A,,ALPH-0375,,
,Alpha,ALPH,,"Wall of Fire",,,,O,F,,ALPH-0376,,
,Alpha,ALPH,,"Wall of Ice",,,,O,W,,ALPH-0377,,
,Alpha,ALPH,,"Warp Spasm",,,,UN,F,,ALPH-0378,,
,Alpha,ALPH,,Watchtower,,,,EX,A,,ALPH-0379,,
,Alpha,ALPH,,"Wayfaring Pilgrim",,,,EX,F,,ALPH-0380,,
,Alpha,ALPH,,"Wayfaring Pilgrim (Preconstructed Deck)",,,,EX,F,,ALPH-0526,,
,Alpha,ALPH,,"Waypoint Portal",,,,EX,A,,ALPH-0381,,
,Alpha,ALPH,,"Waypoint Portal (Preconstructed Deck)",,,,EX,A,,ALPH-0527,,
,Alpha,ALPH,,"Whirling Blades",,,,EX,A,,ALPH-0382,,
,Alpha,ALPH,,"Wicked Witch",,,,EL,E,,ALPH-0383,,
,Alpha,ALPH,,"Wicker Manikin",,,,O,0,,ALPH-0384,,
,Alpha,ALPH,,"Wild Boars",,,,O,E,,ALPH-0385,,
,Alpha,ALPH,,"Wild Boars (Preconstructed Deck)",,,,O,A,,ALPH-0528,,
,Alpha,ALPH,,Wildfire,,,,EX,F,,ALPH-0386,,
,Alpha,ALPH,,"Wildfire (Preconstructed Deck)",,,,EX,F,,ALPH-0529,,
,Alpha,ALPH,,Wills-o'-the-Wisp,,,,EX,F,,ALPH-0387,,
,Alpha,ALPH,,"Wills-o'-the-Wisp (Preconstructed Deck)",,,,EX,F,,ALPH-0530,,
,Alpha,ALPH,,"Wind Sylph",,,,EX,A,,ALPH-0388,,
,Alpha,ALPH,,Windblast,,,,EX,A,,ALPH-0389,,
,Alpha,ALPH,,Windmill,,,,EX,0,,ALPH-0390,,
,Alpha,ALPH,,"Wings of Invention",,,,EX,0,,ALPH-0391,,
,Alpha,ALPH,,"Witherwing Hero",,,,UN,A,,ALPH-0392,,
,Alpha,ALPH,,"Wraetannis Titan",,,,EL,E,,ALPH-0393,,
,Alpha,ALPH,,"Wraetannis Titan (Preconstructed Deck)",,,,EL,E,,ALPH-0531,,
,Alpha,ALPH,,"Wrath of the Sea",,,,EL,W,,ALPH-0394,,
,Alpha,ALPH,,"Wrath of the Sea (Preconstructed Deck)",,,,EL,W,,ALPH-0532,,
,Alpha,ALPH,,"Yokai Kappas",,,,EL,W,,ALPH-0395,,
,Alpha,ALPH,,"Yourke Crossbowmen",,,,EX,E,,ALPH-0396,,
,Alpha,ALPH,,"Zephyranne Airship",,,,EL,A,,ALPH-0397,,
