"Edicao (PTBR)","Edicao (EN)","Edicao (Sigla)","Card (PT)","Card (EN)",Quantidade,"Qualidade (M NM SP MP HP D)","Idioma (BR EN DE ES FR IT JP KO RU TW)",Raridade,"Cor (C D O E Y F R G L M P W)",Extras,"Card #",Comentario,"# Cards na Edicao"
,Beta,BETA,,Unravel,,,,O,E,,BETA-0370,,
,Beta,BETA,,"Updraft Ridge",,,,EX,A,,BETA-0371,,
,Beta,BETA,,Upwelling,,,,EX,W,,BETA-0372,,
,Beta,BETA,,"Vanguard Knights",,,,EX,E,,BETA-0373,,
,Beta,BETA,,"Vantage Hills",,,,EX,E,,BETA-0374,,
,Beta,BETA,,"Vaults of Zul",,,,UN,0,,BETA-0375,,
,Beta,BETA,,Vesuvius,,,,UN,F,,BETA-0376,,
,Beta,BETA,,"Vile Imp",,,,O,F,,BETA-0377,,
,Beta,BETA,,"Vril Revenant",,,,EL,A,,BETA-0378,,
,Beta,BETA,,"Wall of Air",,,,O,A,,BETA-0379,,
,Beta,BETA,,"Wall of Fire",,,,O,F,,BETA-0380,,
,Beta,BETA,,"Wall of Ice",,,,O,W,,BETA-0381,,
,Beta,BETA,,"Warp Spasm",,,,UN,F,,BETA-0382,,
,Beta,BETA,,Watchtower,,,,EX,A,,BETA-0383,,
,Beta,BETA,,Waveshaper,,,,O,0,,BETA-0384,,
,Beta,BETA,,"Wayfaring Pilgrim",,,,EX,F,,BETA-0385,,
,Beta,BETA,,"Waypoint Portal",,,,EX,A,,BETA-0386,,
,Beta,BETA,,"Whirling Blades",,,,EX,A,,BETA-0387,,
,Beta,BETA,,"Wicked Witch",,,,EL,E,,BETA-0388,,
,Beta,BETA,,"Wicker Manikin",,,,O,0,,BETA-0389,,
,Beta,BETA,,"Wild Boars",,,,O,E,,BETA-0390,,
,Beta,BETA,,Wildfire,,,,EX,F,,BETA-0391,,
,Beta,BETA,,Wills-o'-the-Wisp,,,,EX,F,,BETA-0392,,
,Beta,BETA,,"Wind Sylph",,,,EX,A,,BETA-0393,,
,Beta,BETA,,Windblast,,,,EX,A,,BETA-0394,,
,Beta,BETA,,Windmill,,,,EX,0,,BETA-0395,,
,Beta,BETA,,"Wings of Invention",,,,EX,0,,BETA-0396,,
,Beta,BETA,,"Witherwing Hero",,,,UN,A,,BETA-0397,,
,Beta,BETA,,"Wraetannis Titan",,,,EL,E,,BETA-0398,,
,Beta,BETA,,"Wrath of the Sea",,,,EL,W,,BETA-0399,,
,Beta,BETA,,"Yokai Kappas",,,,EL,W,,BETA-0400,,
,Beta,BETA,,"Yourke Crossbowmen",,,,EX,E,,BETA-0401,,
,Beta,BETA,,"Zephyranne Airship",,,,EL,A,,BETA-0402,,
